preparations,reps
H. M. Laing,5
Proximal L femur.,5
Liver;skin,5
skin/wing | tissue,5
skeleton (dry); skeleton (dry) sample,5
skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen) sample,5
Bone; carpometacarpus; distal part; left,5
STUDY+SKEL | ONE WHIRL PAC,5
skin; head only,5
skin; skin sample; tissue (frozen); eye (frozen); stomach (95% ethanol),5
"skin; heart; liver, muscle (frozen); muscle (RNAlater); lung (frozen)",5
"skin, study; skeleton, postcranial; heart, kidney (frozen); liver (frozen); muscle (frozen)",5
"Skin, Y; Syrinx, Y; Tissue, Y; Feather, Y; Wings_tail, Y",5
"Tissue, Y; Skin, Y; Syrinx, Y; Wings_tail, Y",5
"Skin, Y; Sound, Y",5
"tissue (frozen); tissue (RNAlater); cloacal swab (RNAlater); blood (slide smear); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); skin, study; tissue (RNAlater); tissue (RNAlater)",5
tissue (frozen); tissue (frozen) sample; whole organism (ethanol),5
"Tissue, Muscle (100% ethanol), Skin (Wing), Muscle (100% ethanol)",5
L DIST TIBIOTARSUS,5
J. Ke,5
Phalanx of manis,5
Skin - 1; Frozen Tissue - 1; Skin - 1,5
Skin Study; TISSUE; Fluid Post-cran in ETOH,5
TISSUE; PARASITES; Fluid Post-cran in ETOH; Skin Study; Feathers; Fluid Stomach In Alc,5
"egg (intact, not a set)",5
"skin, round (Exchanged to Zoologisch Museum, Amsterdam, Netherlands in1963)",5
Bone; humerus; complete; left,5
left distal ulna,5
schmoo | skeleton | spread wing,5
"muscle (RNAlater); heart, liver, muscle (frozen); lung (frozen)",5
"skin; heart, liver, muscle (frozen); blood (flash-frozen); muscle (RNAlater); heart, liver, muscle (frozen) sample",5
"skin; heart, liver, muscle (frozen); blood (flash-frozen); muscle (RNAlater); skeleton, partial",5
paleo: 7 bone fragments,5
"tissue (frozen); skin, study; syrinx (ethanol)",5
skeleton | skin | wing,5
Proximal half ulna.,5
skin; skull,5
egg (not located),5
BONE; MANUS; DIGIT II; PHALANX ONE; COMPLETE; RIGHT,5
BONE; CORACOID; STERNAL PART; INCOMPLETE; LEFT,5
SKULL PARTIAL; FRONTAL; COMPLETE,5
distal end of tarsometatarsus,5
STUDY | TWO TUBES: PECTORAL ONLY,5
"SKEL | TWO TUBES, SALT BUFFER",5
Skin (Skin and spread wing) (Skin and spread wing),5
"Skin (Spread wing), Skeleton, Tissue (Spread wing)",5
Skeleton; complete; juvenile,5
skeleton; heart (frozen),5
"skin, study; skeleton; heart, liver, muscle (frozen)",5
"muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",5
R CORACOID,5
"Skin, Y; Tissue, Y; Wings_tail, Y",5
"Flat_skin, Y; Skel, Y; Tissue, Y; Syrinx, Y",5
"Skin, un-cottoned, Y",5
"Tissue, N; Skin, Y",5
ischium,5
R TIBIOTARSUS,5
M.Moon/G.Shugart,5
tissue (frozen: vapor phase nitrogen); tissue (frozen) sample,5
tissue (frozen: vapor phase nitrogen); partial skin (ethanol); tissue (ethanol) sample,5
tissue (frozen); kidney (RNAlater); study skin; heart (RNAlater); gonad (RNAlater); eye (RNAlater); muscle (RNAlater); brain (RNAlater); liver (RNAlater),5
pox lesion; Skin Study; toepad,5
Tibio-tarsus + fibula (left),5
"Foot (left, dried)",5
skin (dry); spread wing (dry); tissue (frozen: vapor phase nitrogen),5
skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); DNA (frozen) sample,5
Bone; coracoid; anterior part; right,5
BONE; ULNA; INCOMPLETE,5
phalange,5
whole organism (alcohol),5
"skin; ectoparasite (95% ethanol); heart, liver, muscle (frozen); skeleton",5
"skin, study; skeleton; endoparasite (ethanol); heart, kidney (frozen); muscle (frozen); liver (frozen)",5
paleo: 4 bone fragments,5
misc: 2 regurg. pellets,5
paleo: tarsometatarsus frag.,5
"Feather, N; Skin, Y",5
skeleton; stomach (70% ethanol),5
tissue (RNAlater); blood (RNAlater); tissue (RNAlater); blood (slide smear); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater),5
"skin, study; body parts (ethanol)",5
INCOMPL POSTCRANIAL SKELETON,5
prox. tarsometatarsus,5
sacrum fragment,5
E. Booth,5
TISSUE; Skin Wing; Skeleton Partial,5
complete skeleton - 1 | wing,5
"skin, round (tail missing)",5
Mandible partial; symphysis; complete,5
feathers | skeleton | wing,5
"Skeleton, Skin (Spread wing), Tissue, Skin (Spread wing), Tissue",5
"heart, liver, muscle (frozen); blood (flash-frozen); heart, liver, muscle (frozen) sample",5
"skin; heart, liver, muscle (frozen); tissue (RNAlater); blood (slide smear)",5
"blood (flash-frozen); muscle (RNAlater); skeleton, partial; heart; liver, muscle (frozen); blood (slide smear); lung (frozen)",5
"skin; heart; tissue (RNAlater); skeleton, partial; liver, muscle (frozen)",5
"blood (frozen); lung (frozen); heart; blood (slide smear); tissue (RNAlater); liver, muscle (frozen)",5
"muscle (frozen); skeleton; heart, liver (frozen)",5
paleo: humerus (?) fragment,5
misc: 2 wings,5
paleo: humerus frag.,5
FURCULA,5
"Skel, gizzard saved, Y",5
"Skin, Y; Feather, Y; Genbank, Y; Genbank, Y",5
tissue (frozen); skeleton; ectoparasite (70% ethanol); syrinx (70% ethanol),5
blood (slide smear); tissue (RNAlater),5
"whole organism (ethanol); skin, flat",5
"Skin (Skin and separate spread wing) (Skin and separate spread wing), Tissue",5
Radius,5
O. J. Murie,5
L. M. Batterson,5
Carl Lien,5
Proximal humerus.,5
Ulna except proximal end.,5
TISSUE; Skin Study; Skeleton Postcran,5
skin (feathers),5
postcranial skeleton (sternum) | skin (round),5
"nest (intact, nest only)",5
"tissue frozen (wing and skin at National Museum of Natural History; Smithsonian Institution; Washington, DC)",5
"SKEL | ONE TUBE: PECTORAL, LIVER, HEART",5
skin; tissue (frozen); tissue (frozen) sample; stomach content (95% ethanol),5
"skin; heart, liver, muscle (frozen); blood (slide smear); muscle (RNAlater); skeleton, partial",5
"muscle (RNAlater); heart, liver, muscle (frozen); muscle (RNAlater) sample",5
"skin; heart, liver, muscle (frozen); muscle (RNAlater); skeleton, partial; heart, liver, muscle (frozen) sample",5
"skin; liver, muscle (frozen); blood (slide smear); muscle (RNAlater); heart; lung (frozen); blood (flash-frozen); liver, muscle (frozen) sample",5
misc: tail feathers only,5
paleo: 1 manual phalanx frag.,5
paleo: 1 synsacrum frag.,5
"Tissue, Y; Skin, Y; Wings_tail, Y",5
"Tissue, Y; Syrinx, Y; Skin, Y; Skel, Y",5
"Tissue, Y; Skin, Y; Syrinx, Y; Skel, Y",5
"Wings_tail, Y; Tissue, Y; Skel, Y",5
"tissue (frozen); endoparasite (70% ethanol); syrinx (70% ethanol); skin, study",5
"tissue (RNAlater); tissue (RNAlater); skin, study",5
jugal,5
HUMERUS FRAGS,5
skeleton | wing | head skin,5
"Fluid Alc., Whole.",5
skin; sternum,5
tissue (ethanol); RNA (frozen: -80°C); tissue (frozen: vapor phase nitrogen); tissue (ethanol) sample,5
RNA (frozen); tissue (frozen: vapor phase nitrogen); tissue (95% ethanol) sample,5
skeleton (incomplete); tissue frozen,5
"skin, round; wing; skeleton; tissue frozen; tissue frozen",5
egg (2 iintact 1 broken),5
"tissue frozen (associated skeleton voucher at State Darwin Museum in Moscow, Russia)",5
Skull partial; quadrate; incomplete; left,5
SKEL+STUDY | tissues,5
"Tissue, Skeleton, Skin (Wing)",5
"Tissue, Skeleton (Partial skeleton), Skin, Skin, Skeleton (Partial skeleton)",5
"Tissue, Heart, liver, muscle, Skeleton, Heart, liver, muscle, Heart, liver, muscle, Skeleton",5
Alcoholic: Whole; Cleared and Stained: Whole,5
skin; tissue (frozen); liver (frozen); liver (frozen) sample,5
"skin; heart, liver, muscle (frozen); eye (frozen)",5
"skin; stomach (95% ethanol); heart, liver, muscle (frozen)",5
"skin; liver (frozen); skeleton, postcranial",5
"skin; skeleton, partial; blood (slide smear); heart, liver, muscle (frozen); muscle (RNAlater); heart, liver, muscle (frozen) sample",5
"skeleton, partial; liver, muscle (frozen); blood (flash-frozen); heart; lung (frozen); muscle (RNAlater)",5
"skin; heart, liver, muscle (frozen); stomach (95% ethanol); skeleton, partial; ectoparasite (95% ethanol)",5
Nest + 2 Eggs,5
paleo: 6 bone fragments,5
"Skin, March 1951, Y",5
"blood (Queen Lysis buffer); tissue (frozen); tissue (RNAlater); blood (slide smear); skin, study; tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater)",5
tissue (frozen); tissue (frozen); syrinx (70% ethanol); skeleton,5
tissue (frozen); tissue (frozen); syrinx (70% ethanol); skeleton; wing; stomach plus stomach content (95% ethanol); endoparasite (95% ethanol); nasal flush (95% ethanol),5
misc bones,5
QUADRATE,5
"Proximal humerus, left",5
ANT SCAPULA,5
"Flatskin, Skeleton and Wing | tissue",5
H. Cantrell,5
J. Slipp,5
skeleton; tail (dry); spread wing,5
SCAPULA PROX,5
DISTAL HALF R HUMERUS.,5
"skin (round) | muscle, liver, brain, heart, kidney, ovary",5
Fibula (right),5
BONE; ULNA; DISTAL PART; INCOMPLETE; LEFT,5
Mandible partial; dentary; incomplete; right,5
skin; tissue (frozen); blood (slide smear); stomach content (95% ethanol); skeleton,5
"skull; heart, muscle (frozen); skeleton, postcranial",5
"skull; tissue (frozen); skeleton, postcranial; skeleton, postcranial sample",5
"skin; blood (flash-frozen); muscle (RNAlater); lung (frozen); blood (slide smear); heart, liver, muscle (frozen)",5
paleo: 10 bone fragments,5
"Skin, T",5
"Tissue, Y; Skel, Y; Syrinx, Y; Flat_skin, Y",5
Beakless skin/nearly complete skeleton,5
premaxilla,5
Skin - 1; Skeleton - 1; Syrinx - 1,5
Talon,5
E. S. Dingle,5
tissue (95% ethanol); study skin; tissue (95% ethanol) sample,5
Distal one-third R tibiotarsus.,5
tissue | tissue,8709
Skel - 1; Stomach Contents - 1; Frozen Tissue - 1,6
Alcohol/Ethanol - 1,6
RNA (frozen: -80°C); tissue (frozen: vapor phase nitrogen); tissue (ethanol) sample,6
Bone; tarsometatarsus; incomplete; left,6
distal end of right humerus,6
"Skin (Spread wing), Tissue, Skeleton (Spread wing)",6
"skin; tissue (frozen); skeleton, postcranial",6
"muscle (RNAlater); heart, liver, muscle (frozen); blood (slide smear); skeleton, partial",6
"skin; blood (slide smear); blood (flash-frozen); muscle (RNAlater); heart; lung (frozen); skeleton, partial; heart, liver, muscle (frozen)",6
skin; tissue (frozen); blood (slide smear); skeleton,6
skeleton; kidney (frozen); liver (frozen); muscle (frozen),6
"skeleton; liver (frozen); feather; muscle (frozen); heart, kidney (frozen)",6
1 nest,6
"Skin, Y; Feather, Y; Feather, Y; Feather, Y",6
"Skin, Skin by L. D. Case, Y",6
tissue (RNAlater); tissue (RNAlater); blood (slide smear); tissue (RNAlater); tissue (RNAlater),6
"blood (Queen Lysis buffer); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); skin, study",6
tarsometatarsus trochlea,6
Talon frag,6
E. von S. Dingle,6
tissue (frozen); spread wing; whole organism (cleared and stained),6
tissue (frozen); whole organism (cleared and stained),6
Premaxilla.,6
shmoo,6
TISSUE; Skin Study; PARASITES,6
TISSUE; swab; Fluid Post-cran in ETOH; Skin Study; Fluid Stomach In Alc,6
postcranial skeleton (partial) | skull (complete),6
--/Skel(1981 0127),6
Skin/Skel(1981 0211),6
skeleton; tissue frozen; tissue frozen,6
BONE; HUMERUS; INCOMPLETE,6
"SKEL+ STUDY+WING | TWO TUBES; PECTORAL, LIVER, HEART",6
PROXIMAL R HUMERUS,6
"Skin, Toe pad sample, Feather samples, Toe pad sample, Feather samples",6
skin; tissue (frozen); stomach content (95% ethanol); skeleton,6
"muscle (RNAlater); heart, liver, muscle (frozen); blood (flash-frozen); heart, liver, muscle (frozen) sample",6
paleo: tibiotarsus (?) fragment,6
skin + nest,6
"Image, Y; Skin, Y",6
blood (Queen Lysis buffer); tissue (frozen); tissue (RNAlater); blood (slide smear); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater),6
Skin - 1; Skeleton - 1; Mount - 1; Tissue - 100,6
DIST TARSOMETATARSAL,6
Nest with Eggs | tissue,6
C. O. Reis,6
Humerus diaphysis.,6
fossil - 1; fossil - 1,6
skin (dry); stomach content (95% ethanol); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen),6
egg (1 in pieces),6
"skin, round (brain also saved); tissue frozen",6
BONE; CORACOID; STERNAL PART; LEFT,6
SKULL PARTIAL; BEAK; INCOMPLETE,6
skin; Alcoholic,6
"muscle (RNAlater); heart, liver, muscle (frozen); skeleton, partial",6
paleo: 3 pedal phalanges,6
paleo: pygostyle,6
"Skin, Apr 1951, Y",6
"body parts (ethanol); skin, study",6
tissue (frozen); skeleton; stomach content (70% ethanol); syrinx (70% ethanol),6
"tissue (frozen); tissue (frozen) sample; skin, study; skeleton",6
Tissue - 1; Wingspread - 1,6
A. McFeely,6
E. Kennedy & G. Shugart,6
T. M. Weisbeck,6
M. Moon/G. Shugart,6
spread wing; spread wing,6
Distal ulna.,6
schmoo | tissue,6
tissue (ethanol); tissue (frozen: vapor phase nitrogen); tissue (ethanol) sample,6
skeleton (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen),6
maxilla,6
"skin, mounted (flying)",6
BONE; TIBIOTARSUS; INCOMPLETE; RIGHT,6
proximal sternum,6
Skin; skeleton,6
SKEL+ STUDY+WING | ONE WHIRL PAC,6
"SKEL+STUDY+ WING | TWO TUBES; PECTORAL, LIVER, HEART",6
"Tissue, Feather, Feather",6
"Tissue, Muscle (Ethanol), Muscle (Ethanol)",6
skin; tissue (frozen); tissue (frozen) sample; tissue (frozen) sample; tissue (frozen) sample,6
paleo: furcula (?) fragment,6
"Skel, Y; Tissue",6
pell d'estudi (alcohol etílic 96º),6
blood (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater),6
"skin, study; tissue (95% ethanol); tissue (RNAlater); blood (RNAlater); blood (slide smear); tissue (95% ethanol)",6
tissue (RNAlater); tissue (RNAlater); blood (slide smear); tissue (RNAlater); tissue (RNAlater); blood (RNAlater),6
humerus frag,6
E. Kennedy,6
J. Knodel & G. Shugart,6
skin (dry); tissue (ethanol); tissue (frozen: vapor phase nitrogen); tissue (ethanol) sample,6
tissue (ethanol); study skin,6
TISSUE; Fluid Post-cran in ETOH; Fluid Stomach In Alc; Skin Study,6
"skull,wing",6
egg (intact; single eggs),6
SKELETON; COMPLETE; CAST,6
BONE; ULNA; PROXIMAL PART; INCOMPLETE; LEFT,6
"Skin, Tissue, Skeleton, Tissue, Skeleton",6
"skin, skin sample",6
"heart, liver, muscle (frozen); liver, muscle (frozen); heart, liver, muscle (frozen) sample",6
"skull; tissue (frozen); skin, flat; skeleton, postcranial",6
"heart, liver, muscle (frozen); muscle (RNAlater); blood (flash-frozen); heart, liver, muscle (frozen) sample",6
"skin; blood (slide smear); brain (frozen); muscle (RNAlater); blood (flash-frozen); eye (frozen); skeleton, partial; heart, liver, muscle (frozen)",6
vertebra fragment,6
pota (sec),6
tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); blood (slide smear); blood (RNAlater); tissue (RNAlater); tissue (RNAlater),6
dentary,6
JUGAL,6
B. Norman,6
head | neck,6
"skin, round (EExchanged to Carnegie Museum, in 1960)",6
"skin, round; 10% form.->70% alc. (partial) (skinned carcass); tissue frozen",6
Bone; coracoid; incomplete; left,6
"skin; heart, liver, muscle (frozen); skeleton; blood (slide smear); heart, liver, muscle (frozen) sample",6
rostrum,6
skin + skel + dry stomach contents,6
paleo: 1 innominate frag.,6
"Syrinx, Y; Wings_tail, Y; Skel, Y",6
tissue (frozen); tissue (frozen); tissue (frozen); tissue (frozen); syrinx (70% ethanol); skeleton,6
ANT STERNUM,6
R DIGIT 4 PHALANX 1,6
Partial Skeleton | tissue,6
B. Inglin,6
L. M. Taylor,6
TISSUE; Fluid Stomach In Alc; Skeleton Complete,6
default - 8,6
"tissue (frozen); tissue (frozen); tissue (frozen); skeleton; wing, spread (dry)",6
"skin(f),wing",6
skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: -80°C) sample,6
"skin, round; wing; skeleton (partial); tissue frozen; tissue frozen",6
"skin, round (Exchanged to WFVZ in 1988)",6
Bone; radius; distal part; left,6
left carpometacarpus,6
"Skeleton, Body (Skeleton), Body (Skeleton), Body (Skeleton)",6
Skeleton: Whole; Skin: Partial; Skin: Partial; Alcoholic: Partial,6
"liver (frozen); muscle (frozen); heart, kidney (frozen)",6
"liver (frozen); heart, kidney (frozen); skeleton, postcranial; muscle (frozen); skin, study",6
alcoholic + ectoparasite,6
part skel + misc: feathers,6
"Tissue, Y; Skin, Y; Fluid, Y",6
"Skel, Y; Tissue, Y; Flat_skin, Y; Syrinx, Y",6
"Tissue, U; Syrinx, Y; Skel, Y",6
E. J. O. Kompanje,6
S. Ritchie,6
S. Sheffield,6
D. Hammond,6
M. Fagg,6
CORACOID DORSAL R,6
Phalanx of pes.,6
whole animal (ethanol); tissue (frozen: -80°C); tissue (frozen: -80°C) sample,6
long bone,6
right ulna,6
"skin; heart, liver, muscle (frozen); heart, liver, muscle (frozen) sample; heart, liver, muscle (frozen) sample",6
"heart, liver, muscle (frozen); blood (slide smear); blood (flash-frozen); muscle (RNAlater); heart, liver, muscle (frozen) sample",6
"skin; tissue (frozen); wing, spread (dry); stomach content (95% ethanol); eye (frozen)",6
R CARPOMETACARPUS,6
paleo: 5 bone fragments,6
"Skin, Y; Genbank, Y; Genbank, Y; Genbank, Y",6
"Skin, Y; Tissue, Y; Genbank, Y",6
"Tissue, U; Skin, N",6
"Skin, remade April 1949, Y",6
"skin, study; whole organism (ethanol)",6
Tissue - 100; Skin - 1; Syrinx - 1,6
UNGUAL PHALANX,6
Quadrate,6
Fluid Specimen in Alcohol and Dry individual primaries and secondaries,6
Flatskin and Skull | tissue,6
W. O. Emerson,6
CORACOID DORSAL L,6
flat/wing/part skel | tissue,6
default - 7,6
"Spread Wing ,tissue",6
Skull + skeleton (incomplete),6
Foot (left),6
Whole specimen (dried),6
partial skeleton; wing; frozen: heart; liver; muscle,6
wing; feather,6
"skin, round (14 rectrices)",6
"skin, round (Exchanged toMuseum of Zoology, Norman , OK in 1954)",6
Bone; carpometacarpus; complete; right,6
Bone; tarsometatarsus; incomplete; right,6
Bone; coracoid; anterior part; left,6
Mandible partial; incomplete; left,6
Bone; tibiotarsus; proximal part; left,6
proximal end of left humerus,6
"STUDY | ONE TUBE: PECTORAL, LIVER, HEART",6
1 BONE,6
DISTAL TIBIOTARSUS,6
wet ice,6
"tissue (frozen); stomach; skin, flat",6
skin + flat wing + skel,6
"Skel, Y; Skin/toe clip, N",6
"Tissue, Y; Skin, Y; Genbank, Y; Skel, Y",6
"Skin, Y; Tissue, Y; Syrinx, Y; Skel, Y",6
"Tissue, Y; Syrinx, Y; Flat_skin, Y; Skel, Y",6
"tissue (frozen); skeleton; gonad (70% ethanol); stomach content (70% ethanol); eye (70% ethanol); skin, body",6
"skin, study; stomach content (dry); skeleton",6
PROX TIBIA,6
MAXILLA,6
R DIGIT 3 PHALANX 1,6
ATLAS,6
Long bone fragment.,6
M. E. Peck,6
wing (Peregrine prey remains),6
skel/wing/tail | tissue,6
alcoholic carcass,6
"egg (2 intact, 2 cracked)",6
egg (3 eggs intact),6
egg (0; set not located),6
wing; tail,6
Bone; carpometacarpus; proximal part; left,6
proximal end of right humerus,6
proximal femur,6
skin; heart (frozen),6
"skeleton, partial; heart, liver, muscle (frozen)",6
"skin; heart, liver, muscle (frozen); stomach content (95% ethanol); skeleton; ectoparasite (95% ethanol)",6
"skin, study; heart, liver (frozen); skeleton, postcranial",6
"Flat_skin, pelt degreased and pinned out, Y; Skel, pelt degreased and pinned out, Y",6
