verbatimLifeStage	standardLifeStage	standard	checked
No incubation, egg cracked. Nest		0	0
No incubation, egg cracked. Nest contained 2 young		0	0
No Incubation, somewhat stale		0	0
No incubation.  2 young in nest		0	0
No incubation. Nest contained 1 		0	0
No incubation. Nest contained 1 young		0	0
No incubation. Nest contained 1 young.		0	0
No incubation. Nest contained 2 		0	0
No incubation. Nest contained 2 young.		0	0
No inubation		0	0
No notes		0	0
no record		0	0
No record but from memory "fresh		0	0
no record kept		0	0
no recorded		0	0
No recorded.		0	0
no sign		0	0
No sign of being fertile		0	0
No sign of development		0	0
No Sign Of Embryo Developing		0	0
No sign of incubation, fairly fr		0	0
No sign of incubation, fairly fresh		0	0
No signs of development		0	0
No signs of development.		0	0
no signs of embryo		0	0
no signs of embryos		0	0
No sing of development		0	0
No trace		0	0
No trace in any		0	0
no trace of incubation		0	0
No trecorded		0	0
NO URSA		0	0
NO URSA; SKULL 100% OSS.		0	0
no yolk		0	0
no yolk in runt, 3 almost fresh		0	0
No yolk- runt		0	0
No yolk--egg was already dented.		0	0
no.		0	0
Nof recorded		0	0
Noi fertile		0	0
non definitive plumage		0	0
non feconde		0	0
non incubated		0	0
non vides		0	0
non-breeding		0	0
none		0	1
none  (one egg in very bad shape		0	0
none  (one egg in very bad shape)		0	0
none - deserted		0	0
none - deserted - drying up		0	0
none & slight		0	0
none (8 days)		0	0
None (Eggs addled)		0	0
none (fresh)		0	0
None apparent ie F		0	0
none apperent-2 days		0	0
None egg fresh		0	0
none eggs fresh		0	0
none evident		0	0
none of little		0	0
None of the eggs hatched.  Later		0	0
None of the eggs hatched.  Later taken		0	0
none or slight		0	0
None over 3 or 4 days		0	0
none recorded		0	0
none, 5/21/05 fresh		0	0
None, both eggs runts		0	0
none, but set complete		0	0
None, eggs fresh		0	0
none, fresh		0	0
none, Ser, incom		0	0
none, set incomplete		0	0
None.		0	0
none. eggs fresh		0	0
None. Nest contained 2 young.		0	0
None. Nest contained 3 young.		0	0
None. Nest contained 4 young		0	0
none. One egg partly decayed and		0	0
none./set complete./		0	0
None/ fresh.		0	0
none/fresh		0	0
None: deserted		0	0
none; eggs all infertile		0	0
none; except in 5/28 begun		0	0
none; set incomplete		0	0
none-fresh		0	0
Nopt recorded		0	0
Nor recorded		0	0
Nort recorded		0	0
not		0	0
not  indicated		0	0
Not  recorded		0	0
Not advanced		0	0
Not advanced.		0	0
Not an active nest		0	0
not any		0	0
Not applicable		0	0
Not available		0	0
Not began		0	0
not begun		0	0
not certain		0	0
Not collected		0	0
Not Commenced		0	0
not commensed		0	0
not complete		0	0
not determined		0	0
not developed		0	0
Not entered		0	0
Not even, but not advanced		0	0
Not far advanced		0	0
Not fertile		0	0
not fertile - rotten		0	0
not fresh		0	0
Not fully adult		0	0
Not given		0	0
Not Given (3 Minus One Destroyed		0	0
Not Given (3 Minus One Destroyed)		0	0
Not given.		0	0
Not hatched (NH)		0	0
not heavy		0	0
not heavy from appearance of egg		0	0
not heavy from appearance of eggs		0	0
not heavy or holes would be larg		0	0
not heavy or holes would be larger. He blew fresh 		0	0
Not heavy; one dented		0	0
not in definitive plumage		0	0
not incubated		0	0
not indicared		0	0
not indicated		0	0
not indicated; (juvenile?)		0	0
not indiocated		0	0
not known		0	0
not listed		0	0
Not noted		0	0
not noticable		0	0
not noticable; cowbird egg with 		0	0
Not noticeable		0	0
Not observed		0	0
Not observed; no development		0	0
Not ossified		0	0
Not over 1 week- one egg inferti		0	0
Not over 1 week- one egg infertile		0	0
Not over 2 days		0	0
Not Perceptible		0	0
not provided		0	0
not quite ad		0	0
Not quite fresh		0	0
Not rcorded		0	0
Not recerded		0	0
not recoded		0	0
not record		0	0
Not recorde		0	0
Not recorded		0	0
Not recorded (2 chicks banded		0	0
not recorded (broken)		0	0
not recorded (incomplete?)		0	0
Not recorded (see card)		0	0
Not recorded- 2 eggs missing, 1 		0	0
Not recorded- 2 eggs missing, 1 egg broken		0	0
Not recorded- 2 eggs traded away		0	0
Not recorded- eggs shared with J		0	0
Not recorded- eggs shared with J. Lund		0	0
not recorded, 1 badly damaged		0	0
not recorded, 1 cowbird hatched		0	0
not recorded, 1 egg broken.		0	0
Not recorded, see remarks		0	0
Not recorded.		0	0
Not recorded.  2 eggs disappeare		0	0
Not recorded.  2 eggs disappeared.		0	0
Not recorded.  One egg given to 		0	0
Not recorded.  One egg given to D. Gibb		0	0
Not recorded. Contents dry.		0	0
Not recorded. Eggs dry		0	0
Not recorded. Eggs missing.		0	0
Not recorded. Nest contained 2 y		0	0
Not recorded. Nest contained 2 young.		0	0
Not recorded. Nest predated		0	0
not recordeda		0	0
Not recordedNot recorded		0	0
Not recordedv		0	0
not recording		0	0
Not recored		0	0
Not recoreded		0	0
Not recroded		0	0
Not Reocrded		0	0
Not reocrded. 1 missing		0	0
not reorded		0	0
not reported		0	0
not set in, but eggs probably in		0	0
not showing		0	0
Not specified		0	0
not started		0	0
Not stated		0	0
not verified		0	0
not very advanced or none (blown		0	0
not very advanced or none (blown 2 months later)		0	0
not visible		0	0
not well developed (no blood)		0	0
not yet begun		0	0
NOTES		0	0
nothing-deserted		0	0
Noticeable		0	0
notr recorded		0	0
nounat		0	0
nouveau		0	0
nouveau-né		0	0
Npne		0	0
NR		0	0
NST		0	0
nst.		0	0
NT	natal	0	1
Nto recorded		0	0
nule		0	0
null		0	0
null set		0	0
nulle		0	0
nulle (egg cold)		0	0
NURSA 6 X 4 MM		0	0
NURSA NOT FOUND		0	0
nursing pup		0	0
NY		0	0
Nymph		0	0
O		0	0
O - O - b - b - B		0	0
O (see card)		0	0
o + b		0	0
O b B B		0	0
O O O O O O O		0	0
o, yoy		0	0
O. K.		0	0
O.k.		0	0
O.S.E.		0	0
O~	unknown	0	1
o-b-B=on eggs		0	0
O-b-B-B		0	0
O-b-b-B-E		0	0
Obviously Slight		0	0
Occured around 5/2/93		0	0
of 3 or 4 days		0	0
Of last egg deposited= 2 days		0	0
Ok		0	0
Okänd		0	0
OL SFO		0	0
old		0	0
old adult		0	0
old downy-Juv.		0	0
Old eggshell fragment found on s		0	0
Old eggshell fragment found on surface at back of 		0	0
Old nest		0	0
Old nest 2006?		0	0
Old nest- no eggs.		0	0
Old nest. See data card.		0	0
Old set of eggshell fragments		0	0
Old. immature		0	0
older juvenile	juvenile	0	1
on (?) of hatching		0	0
On pipping left in nest		0	0
on point of hatching		0	0
on pt of hatching		0	0
On the eve of hatching		0	0
one		0	0
one - soft embryo		0	0
One 2/3 and one almost		0	0
One 2/3 incubated, one addled		0	0
One 24 Day Old Chick And One Dea		0	0
One 24 Day Old Chick And One Dead		0	0
One 29 Day Old Chick		0	0
One 30 Day Old Chick		0	0
one 7/8 and one rotten		0	0
one 9 and one about 7 days incub		0	0
one 9 and one about 7 days incubated		0	0
One about 1/3. Two about 1/4.		0	0
one about half, one fresh		0	0
one addled - one begun		0	0
one addled 2 1/2 done.		0	0
One addled plus fragments		0	0
one addled, 3 about half		0	0
One addled, 4 about five days		0	0
one addled, about 1/2		0	0
One addled, one advanced.		0	0
one addled, one begun		0	0
One Addled, One Young,+fragments		0	0
One addled; rest advanced		0	0
One addled; two one third		0	0
one adult and 6 hatchlings		0	0
One advanced, 1 ready to hatch		0	0
one advanced, one infertile		0	0
one advanced; 2 addled		0	0
One And Two Days		0	0
One and two days incubated		0	0
One apparently fresh and three a		0	0
One apparently fresh and three advanced one half o		0	0
one begun 6 days		0	0
one broke. About 1/2 incubated		0	0
One Day		0	0
one day at most		0	0
One day incubated		0	0
One day old		0	0
One day old.		0	0
One day on last egg		0	0
One day only		0	0
One day.		0	0
One day-deserted		0	0
One egg - red showing. 24 hours		0	0
One egg + 1 small baby; egg was 		0	0
One egg + 1 small baby; egg was rotten		0	0
one egg 1/3 incubated		0	0
One egg addled		0	0
one egg addled- see data card		0	0
one egg addled, other nearly com		0	0
one egg addled, other nearly complete		0	0
One egg addled, two one half		0	0
One egg addled; all other eggs b		0	0
One egg addled; all other eggs broke in nest. Frag		0	0
One egg addled; one slight; 2 fo		0	0
One egg addled; one slight; 2 formed embryos		0	0
one egg advanced about half - tw		0	0
one egg advanced about half - two not fertile		0	0
one egg advanced and broken in b		0	0
One egg apparently infertile		0	0
One egg broke; two eggs hatched 		0	0
One egg broke; two eggs hatched & fledged		0	0
One egg contained embro near hat		0	0
One egg contained embro near hatching. Two other e		0	0
One egg crushed; fragments		0	0
One egg- feathered, 1 egg addled		0	0
one egg fresh others much more a		0	0
one egg fresh others much more advanced		0	0
One egg fresh, 3 with eyes & nec		0	0
One egg fresh, 3 with eyes & neck forming		0	0
one egg fresh, one egg started		0	0
One egg fresh, other 1/4		0	0
one egg fresh, other egg showing		0	0
One egg fresh, others- a trace o		0	0
One egg fresh, others- a trace of red		0	0
One egg hatched in wild, but pro		0	0
One egg hatched in wild, but probably others were 		0	0
One egg hatched in wild, but sam		0	0
One egg hatched in wild, but sample may include fr		0	0
One egg hatched in wild. Presuma		0	0
One egg hatched in wild. Presumably there were oth		0	0
One egg hatched. Sample must con		0	0
One egg hatched. Sample must contain fragments of 		0	0
One egg hatching, 3 infertile		0	0
One egg hatching; One egg infert		0	0
One egg in nest Mar. 23rd		0	0
one egg in nest on 17th		0	0
One egg in nest on April 11th.		0	0
One egg in nest on the 17th.		0	0
One egg in nest on the 9th		0	0
one egg in nest when found April		0	0
one egg in nest when found April 22nd		0	0
one egg incubated, one addled		0	0
One egg infertile and incubation		0	0
one egg infertile, two nearly co		0	0
one egg infertile, Two nearly complete.		0	0
One egg large downy embryos, 3 e		0	0
One egg large downy embryos, 3 eggs rotten		0	0
One egg much fresher than other 		0	0
One egg not incubated, other egg		0	0
One egg not incubated, other egg well incubated		0	0
One egg rotten, the other also c		0	0
one egg slightly addled and two 		0	0
one egg slightly addled and two about 1/2		0	0
one egg slightly incubated		0	0
One egg so incubated		0	0
one egg started two addled		0	0
one egg started, others fresh		0	0
one egg with large embryos; othe		0	0
one egg with large embryos; others fresher by stag		0	0
one egg, the largest, imperfect,		0	0
one egg, the largest, imperfect, found outside at 		0	0
One eggs hatched normally at SCP		0	0
One eggs hatched normally at SCPBRG, egg 2 addled		0	0
one far advanced, one addled		0	0
One fertile; one infertile		0	0
one fifth		0	0
One forth		0	0
one fourth		0	0
One fourth incubated		0	0
one fourth to fresh		0	0
One fourth.		0	0
one fourth. Fourth		0	0
One Fresh & One Slight		0	0
One fresh and two slight.		0	0
One fresh or infertile, one abou		0	0
One fresh or infertile, one about 4 days.		0	0
One fresh, on begun.		0	0
One Fresh, One 1/4		0	0
One fresh, one a trace		0	0
One fresh, one about half, one a		0	0
One fresh, one about half, one advanced		0	0
one fresh, one advanced		0	0
One fresh, one slight, 2 w/ well		0	0
One fresh, one slight, 2 w/ well-formed embr.		0	0
One fresh, one slightly incubate		0	0
One fresh, one with fully formed		0	0
One fresh, one with fully formed embryo		0	0
one fresh, other barely incubate		0	0
One fresh, other far advanced		0	0
One fresh, other showing blood		0	0
One fresh, the others just comme		0	0
One fresh, the others just commenced		0	0
One Fresh, Three Trace Of Blood		0	0
one fresh, two small embryos		0	0
one fresh, two small embryos wit		0	0
one fresh, two small embryos without feathers		0	0
One fresh; 1 soft embryo- also h		0	0
One fresh; 1 soft embryo- also held 2 blind nestli		0	0
one fresh; 4 started		0	0
One fresh; three started		0	0
One fresh; two incubated		0	0
One fresh; two slight		0	0
one full-term embryo		0	0
One Half		0	0
one -half		0	0
one half advanced		0	0
One half and 2/3		0	0
one half in all		0	0
one half incu		0	0
One half incubated		0	0
One half or more		0	0
one half or over		0	0
One half to full		0	0
one half.		0	0
One half. One egg broken in carr		0	0
One half. One egg jamed in nest 		0	0
one half; 1 addled		0	0
one half; 1 infert.		0	0
one half; 1 infertile		0	0
one half; 2 infertile		0	0
one half; one rotten		0	0
one half-hardening embryo		0	0
one half-incubated		0	0
One Hatched		0	0
one hatched in carton		0	0
one helf		0	0
One incubation slight other two 		0	0
one infert. about week		0	0
One infert. Two far advanced		0	0
One infertile, one broken and ro		0	0
One infertile, one broken and rotten		0	0
One infertile, one with fully fo		0	0
One infertile, one with fully formed young which h		0	0
one infertile; one at 1 week.		0	0
One infertile; one broken, with 		0	0
One infertile; one broken, with large embryo		0	0
One is heap of blood		0	0
One just commenced. One fresh.		0	0
One male & one female eyas produ		0	0
One male & one female eyas produced from unknown n		0	0
ONE MALE AND ONE FEMA		0	0
one nearly fresh, one nearly hal		0	0
one nearly fresh, one nearly half incubated		0	0
One nearly ready to hatch; other		0	0
One nearly ready to hatch; other two fresh.		0	0
One neck		0	0
One none; 3 1/5 advanced		0	0
One Not Incubated, One X 1/4		0	0
one of each species slight, othe		0	0
One one-half; one fresh		0	0
one or two days		0	0
One quarter		0	0
One rotten broken egg		0	0
One rotten egg of a clutch of 3		0	0
one rotten, four far advanced		0	0
one runt		0	0
One showing blood, 2 with large 		0	0
One showing blood, 2 with large embryos.		0	0
One Showing Blood; One Fresh		0	0
One sixth		0	0
one sixth to fresh		0	0
One sixth.		0	0
One slight and others fresh		0	0
one slight, 2 fresh		0	0
One slight, four begun		0	0
One slight, one well begun.		0	0
One slight, two soft embryos		0	0
One Slightly Inc., Others Fresh		0	0
one slightly incubated		0	0
One slightly; two rather serious		0	0
One small two medium large embry		0	0
one started		0	0
one third		0	0
One third , varying		0	0
One third advanced		0	0
One third and one infertile		0	0
One third complete		0	0
One third in all		0	0
One third in all- nest well adva		0	0
One third in all- nest well advanced in constructi		0	0
One Third Incubated		0	0
One Third To Two Thirds		0	0
One third to two thirds incubate		0	0
One third to two thirds incubated		0	0
one third(one infert.)		0	0
One Third,		0	0
One Third, 1 Addled (a)		0	0
One third.		0	0
One third. One addled.		0	0
one third; 1 infert.		0	0
one third; 1 infertile		0	0
One third; 2 infertile		0	0
One Thirds		0	0
One thirds; 1 addled		0	0
One thired		0	0
one unfertile, 3 from 2-3 days		0	0
One very brittle egg fragment (n		0	0
One very slight, others fresh		0	0
One week		0	0
One week advanced		0	0
one week at least		0	0
One week at least.		0	0
One week incubated		0	0
One week or more.		0	0
one week set upon		0	0
One week- soft embryos		0	0
One week.		0	0
One well begun		0	0
One whole addled egg and hatched		0	0
One whole addled egg and hatched egg shell collect		0	0
One whole addled egg and hatched eggshell & membra		0	0
One Whole egg; Pair failed at fu		0	0
One Whole egg; Pair failed at full term incubation		0	0
One with very large embryo		0	0
ONE YEAR OLD		0	0
One young "pipped"		0	0
One young hatched in wild		0	0
One young hatched in wild (recyc		0	0
One young hatched in wild (recycle)		0	0
One young hatched in wild.		0	0
One young hatched, one fledged		0	0
one=0, 3=begun		0	0
one=half		0	0
one=third		0	0
One-1/2, Two- 1/3, Two- fresh.		0	0
one-fifth		0	0
one-fourth		0	0
One-fourth Advanced		0	0
One-fourth incubated		0	0
one-half		0	0
One-half advanced		0	0
One-half complete		0	0
one-half hatched		0	0
One-half incubated		0	0
one-half incubated and wet		0	0
one-half to far advanced		0	0
one-half to fresh		0	0
one-half, 1 infertile, cowbird h		0	0
one-half; 1 fresh		0	0
one-half; 1 infert.		0	0
One-quarter		0	0
one-third		0	0
one-third advanced		0	0
One-third And Less		0	0
one-third in all		0	0
One-third Incubated		0	0
one-third; 1 fresh		0	0
One-thirds Incubated		0	0
one-trace, three-fresh		0	0
Only 2 collected from set of 9. 		0	0
Only 2 collected from set of 9.  Normal egg sl. In		0	0
Only 3 days		0	0
Only began		0	0
only just begun		0	0
Only just commencing		0	0
only slight		0	0
only slightly incubated		0	0
only very slight		0	0
O-O-B.-E		0	0
O-O-O-O-O		0	0
Open skull		0	0
or [Immature]		0	0
or Im.		0	0
or Immature		0	0
ORGANS DESSICATED		0	0
original data lost		0	0
Orioles(1 missing)- several days		0	0
Orioles(1 missing)- several days, cowbirds- begun		0	0
OS		0	0
Osprey--small embryo; Canada Goo		0	0
Oss complete		0	0
Oss not recorded		0	0
Oss.		0	0
Ossification complete		0	0
Ossification complete.		0	0
Ossification incomplete		0	0
Ossified		0	0
ossified skull		0	0
Ossified skull.		0	0
others hatched		0	0
ou		0	0
ovarian eggs	ovarian egg	0	1
Over		0	0
over 1 day		0	0
over 1/2		0	0
over 1/2 - hard embryos		0	0
over 1/2 advanced		0	0
over 1/2 early		0	0
over 1/2, hard embryos		0	0
over 1/2; 1 addled		0	0
Over 1/2; hard embryos		0	0
over 1/3		0	0
over 1/3, soft bones formed		0	0
over 2 days		0	0
over 2 weeks		0	0
over 3 da.		0	0
Over 3 days		0	0
over 3/4 advanced		0	0
over 3/4 incubated; hard, tough 		0	0
over 3/5 - hard embryos		0	0
Over 4 days		0	0
over a day		0	0
over a week		0	0
over half		0	0
over half advanced		0	0
Over half complete		0	0
over half completed, one inferti		0	0
Over half incubated		0	0
over half way		0	0
over one day		0	0
Over One Half		0	0
Over one half.		0	0
Over one week- well formed		0	0
over one-half		0	0
over one-half; hard embryos		0	0
over several (5) days		0	0
over several days		0	0
over two days		0	0
Over two-thirds		0	0
Oviduct		0	0
OVIDUCT 2 MM WIDE, CONVOLUTED		0	0
OVIDUCT 3 MM WIDE, CONVOLUTED		0	0
OVIDUCT 8 MM WIDE, COVNOLUTED		0	0
oviduct egg		0	0
oviduct egg - fresh		0	0
P		0	0
P25', Abandoned egg		0	0
P29'; Abandoned		0	0
pais		0	0
Palest egg was most incubated; s		0	0
Palest egg was most incubated; slight to embryos f		0	0
PARATYPE		0	0
PARATYPE+		0	0
PARATYPES		0	0
PARR		0	0
Parsley		0	0
part		0	0
part 1/3		0	0
Part hatching		0	0
Part incubated		0	0
Part incubated & thin shelled- o		0	0
Part incubated & thin shelled- one broke		0	0
Part just started-remainder well		0	0
Part just started-remainder well advacned		0	0
Part of abandoned clutch of 2		0	0
Part set		0	0
partial		0	0
Partial (1/2)		0	0
Partial (3 or 4 days)		0	0
PARTIAL ADULT ALTERNATE PLUMAGE;		0	0
Partial Immature		0	0
partially		0	0
partially hatched		0	0
Partially hatched, about 1/3		0	0
partially incubated		0	0
Partley Incubated		0	0
Partly		0	0
Partly addled		0	0
partly formed		0	0
Partly fresh		0	0
Partly fresh to advanced		0	0
partly hatched		0	0
partly hatching		0	0
partly inc		0	0
Partly inc.		0	0
Partly Incu[bated]		0	0
Partly Incubated		0	0
partly ossified		0	0
Partly sat on		0	0
Partly set		0	0
Past ?		0	0
past inc.		0	0
past started		0	0
PCR		0	0
Pegere		0	0
perceptible		0	0
Perfect		0	0
Perfect (1 egg lost)		0	0
Perfect.		0	0
Perfectly fresh		0	0
perfectly fresh - set complete		0	0
Perfectly fresh; showed no signs		0	0
perhaps 1/4-1/3		0	0
perhaps 5 days		0	0
phoebes fresh, 1 addled; cowbird		0	0
picked and sucked by some specie		0	0
piglet		0	0
Pima		0	1
Pip.-Pred.		0	0
piped		0	0
piped and ready to hatch		0	0
pipped		0	0
Pipped 1 hour late		0	0
Pipped But Did Not Hatch		0	0
Pipped But Did Not Hatch Success		0	0
Pipped But Did Not Hatch Successful		0	0
Pipped egg		0	0
Pipped- Hatching		0	0
Pipped- some broken		0	0
pipped, 1/3		0	0
Pipped; ready to hatch		0	0
pipping		0	0
pipping!!		0	0
plumage as in RGM 1096		0	0
plumage as in RGM 998		0	0
plumage in transition		0	0
plumage like RGM 986		0	0
plumage same as RGM 981		0	0
plumb fresh		0	0
Plus Fragments		0	0
porte		0	0
Position		0	0
positive		0	0
positive - advanced		0	0
positive - begun		0	0
positive, fresh		0	0
possible adult(s)		0	0
Possible around 24 May 93		0	0
possible juvenile(s)		0	0
POSSIBLY A SECOND YEAR BIRD		0	0
POSSIBLY ADULT	adult	0	1
Possibly crushed egg		0	0
possibly female		0	0
POSSIBLY IMMATURE	immature	0	1
Possibly incubation had not comm		0	0
Possibly incubation had not commenced, but eggs we		0	0
Possibly infertile		0	0
POSSIBLY JUVENILE	juvenile	0	1
post		0	0
Post breeding adult		0	0
Post larvaeJuveniles	juvenile	0	1
Post nupt.		0	0
Post Partum female		0	0
POSTFLEXION LARVA		0	0
Postively fresh		0	0
pouch young		0	0
poult		0	0
Practiacally complete		0	0
