"verbatimReproductiveCondition","standardReproductiveCondition","uri","checked","opinionBy","opinionDate"
"largest ovum= <1mm",,,0,"John Wieczorek","2017-08-25"
"largest ovum= 1.15mm",,,0,"John Wieczorek","2017-08-25"
"largest ovum= 1mm",,,0,"John Wieczorek","2017-08-25"
"largest ovum= 5 x 7mm",,,0,"John Wieczorek","2017-08-25"
"Larva",,,0,"John Wieczorek","2017-08-25"
"Larva when captured",,,0,"John Wieczorek","2017-08-25"
"Larva when collected",,,0,"John Wieczorek","2017-08-25"
"larva, lot of 1",,,0,"John Wieczorek","2017-08-25"
"larva, lot of 7",,,0,"John Wieczorek","2017-08-25"
"larva, lot of one",,,0,"John Wieczorek","2017-08-25"
"larvae",,,0,"John Wieczorek","2017-08-25"
"Larvae lot of 1",,,0,"John Wieczorek","2017-08-25"
"Larvae lot of 2",,,0,"John Wieczorek","2017-08-25"
"Larvae, lot of 16",,,0,"John Wieczorek","2017-08-25"
"larvae, lot of 2",,,0,"John Wieczorek","2017-08-25"
"larvae, lot of 3",,,0,"John Wieczorek","2017-08-25"
"larvae, lot of 5",,,0,"John Wieczorek","2017-08-25"
"larvae, lot of 6",,,0,"John Wieczorek","2017-08-25"
"Larvae, lot of 7",,,0,"John Wieczorek","2017-08-25"
"larvae. lot of 7",,,0,"John Wieczorek","2017-08-25"
"late lac.",,,0,"John Wieczorek","2017-08-25"
"late lactating",,,0,"John Wieczorek","2017-08-25"
"late pregnant, four male fetuses;",,,0,"John Wieczorek","2017-08-25"
"late vitellog follicles",,,0,"John Wieczorek","2017-08-25"
"lct; 1 emb; cr = 7",,,0,"John Wieczorek","2017-08-25"
"LEFT GONADS NOT SEEN.",,,0,"John Wieczorek","2017-08-25"
"left ovary = 4x12mm, many small follicles",,,0,"John Wieczorek","2017-08-25"
"left teste = 4mm x 1mm",,,0,"John Wieczorek","2017-08-25"
"left testes 7 x 2 mm",,,0,"John Wieczorek","2017-08-25"
"left testis = 14mm",,,0,"John Wieczorek","2017-08-25"
"lft ovary 2mm, rt ovary 1.5 mm",,,0,"John Wieczorek","2017-08-25"
"lft testis= 13x4 mm",,,0,"John Wieczorek","2017-08-25"
"lgest ovum= 1.5mm",,,0,"John Wieczorek","2017-08-25"
"lgst  ovum = 4.1x5.6mm",,,0,"John Wieczorek","2017-08-25"
"lgst follicle = 2mm",,,0,"John Wieczorek","2017-08-25"
"lgst follicle = 3 mm",,,0,"John Wieczorek","2017-08-25"
"lgst follicle= 1.0mm",,,0,"John Wieczorek","2017-08-25"
"lgst follicle= 1x1mm",,,0,"John Wieczorek","2017-08-25"
"lgst follicle= 2.1mm",,,0,"John Wieczorek","2017-08-25"
"lgst follicle= 5x5mm",,,0,"John Wieczorek","2017-08-25"
"lgst ova <1mm",,,0,"John Wieczorek","2017-08-25"
"lgst ova = 2mm",,,0,"John Wieczorek","2017-08-25"
"lgst ova = 6mm",,,0,"John Wieczorek","2017-08-25"
"lgst ova 1mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum < 1 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum < 1mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum < 8 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum <1mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 1 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 1.1 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 1.1mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 1.2mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 1.5 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 1.5mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 1.6mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 12mm ; ovary = 7.5 x 2.5 cm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 15 x 12 mm; R ovary 58mm, L ovary 32 mm length",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 1mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 1x2mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 2 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 2.0mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 2.3mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 2.5mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 2.6mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 2cm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 2mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 3 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 3.0mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 3.2mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 3mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 4 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 4.9mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 40mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 4mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 5.5x8.2mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 5x6mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum = 6 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum 32mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum 3mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum 6mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= <1mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 1 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 1.1mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 1.3 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 1.3mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 1.4 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 1.5 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 1.5mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 1.5x1.5mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 1.6mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 1.7 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 1.8 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 1.9 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 10 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 11.1mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 11.2 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 16.0 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 18mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 1mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 2 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 2.0",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 2.0 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 2.0mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 2.1mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 2.3mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 2.4 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 2.5 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 2.5mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 2.6 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 2.9 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 2.9mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 20mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 2mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 2x1.5mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 3 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 3.2 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 3.5mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 3.6mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 3mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 4 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 4.0",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 4.3 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 4.5 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 4.6 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 4mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 5.0mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 5mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 6.5 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 6mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 7mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 7x9 mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 8.1 mm round",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= 8mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum= aprox 2mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovum=3mm",,,0,"John Wieczorek","2017-08-25"
"lgst ovun= 1mm",,,0,"John Wieczorek","2017-08-25"
"lgst testis= 13 x 21 mm",,,0,"John Wieczorek","2017-08-25"
"lgst testis= 18x34mm",,,0,"John Wieczorek","2017-08-25"
"lgst testis= 3.5x6.5 mm",,,0,"John Wieczorek","2017-08-25"
"lgst testis= 4 x 11 mm",,,0,"John Wieczorek","2017-08-25"
"lgst testis= 7 x 10 mm",,,0,"John Wieczorek","2017-08-25"
"lgst. follicle 2mm, ovary enlarged",,,0,"John Wieczorek","2017-08-25"
"lgst. follicle 4mm, yellow, ovary enlarged",,,0,"John Wieczorek","2017-08-25"
"lgst. follicle= 1mm",,,0,"John Wieczorek","2017-08-25"
"lgst. Ovum = 2mm",,,0,"John Wieczorek","2017-08-25"
"lgst. ovum 1.5mm",,,0,"John Wieczorek","2017-08-25"
"lgst. ovum 1.9mm",,,0,"John Wieczorek","2017-08-25"
"lgst. ovum= 1 mm",,,0,"John Wieczorek","2017-08-25"
"lgst. ovum= 2mm",,,0,"John Wieczorek","2017-08-25"
"lgst. ovum= 3mm",,,0,"John Wieczorek","2017-08-25"
"lgst. ovum= 4mm",,,0,"John Wieczorek","2017-08-25"
"lgst. ovum= 5mm",,,0,"John Wieczorek","2017-08-25"
"lgst. ovum= 6 mm",,,0,"John Wieczorek","2017-08-25"
"litter born 17 Nov. 1980",,,0,"John Wieczorek","2017-08-25"
"Liver tissue",,,0,"John Wieczorek","2017-08-25"
"Liver tissue taken",,,0,"John Wieczorek","2017-08-25"
"Liver tissue Taken, Adult",,,0,"John Wieczorek","2017-08-25"
"LOST",,,0,"John Wieczorek","2017-08-25"
"lot lact.",,,0,"John Wieczorek","2017-08-25"
"Lot of 10 larvae",,,0,"John Wieczorek","2017-08-25"
"Lot of 11 larvae",,,0,"John Wieczorek","2017-08-25"
"lot of 16 larvae",,,0,"John Wieczorek","2017-08-25"
"Lot of 21 larvae",,,0,"John Wieczorek","2017-08-25"
"lot of 28 larvae",,,0,"John Wieczorek","2017-08-25"
"Lot of 3 Larvae",,,0,"John Wieczorek","2017-08-25"
"Lot of 5 larvae",,,0,"John Wieczorek","2017-08-25"
"lot of 6 larvae",,,0,"John Wieczorek","2017-08-25"
"Lot of 9 larvae",,,0,"John Wieczorek","2017-08-25"
"lot of Larvae and hatchlings",,,0,"John Wieczorek","2017-08-25"
"lot of six larvae",,,0,"John Wieczorek","2017-08-25"
"lot of three larvae",,,0,"John Wieczorek","2017-08-25"
"Lots of assoc. reproductive tissue",,,0,"John Wieczorek","2017-08-25"
"M","unknown",,1,"John Wieczorek","2017-08-25"
"M < 1 mm",,,0,"John Wieczorek","2017-08-25"
"M/F","unknown",,1,"John Wieczorek","2017-08-25"
"M?","unknown",,1,"John Wieczorek","2017-08-25"
"M?, juv",,,1,"John Wieczorek","2017-08-25"
"macho",,,1,"John Wieczorek","2017-08-25"
"macho A",,,1,"John Wieczorek","2017-08-25"
"macho ad",,,1,"John Wieczorek","2017-08-25"
"macho ad TA",,,1,"John Wieczorek","2017-08-25"
"macho ad Tes",,,1,"John Wieczorek","2017-08-25"
"macho ad tes 3x4",,,1,"John Wieczorek","2017-08-25"
"macho ad tes 6x4",,,1,"John Wieczorek","2017-08-25"
"macho ad Tes 7x4",,,1,"John Wieczorek","2017-08-25"
"macho ad test 9x5",,,1,"John Wieczorek","2017-08-25"
"macho inm",,,1,"John Wieczorek","2017-08-25"
"Macho J",,,1,"John Wieczorek","2017-08-25"
"macho juv",,,1,"John Wieczorek","2017-08-25"
"macho juv test 5x3",,,1,"John Wieczorek","2017-08-25"
"macho sa Tes 5x3",,,1,"John Wieczorek","2017-08-25"
"macho subad",,,1,"John Wieczorek","2017-08-25"
"macho Tes 10x6",,,1,"John Wieczorek","2017-08-25"
"macho test",,,1,"John Wieczorek","2017-08-25"
"macho test 15x9",,,1,"John Wieczorek","2017-08-25"
"macho Test 16x9",,,1,"John Wieczorek","2017-08-25"
"macho test 18x13",,,1,"John Wieczorek","2017-08-25"
"macho test 20x13",,,1,"John Wieczorek","2017-08-25"
"macho test 20x14",,,1,"John Wieczorek","2017-08-25"
"macho test 5x3",,,1,"John Wieczorek","2017-08-25"
"macho test 5x4",,,1,"John Wieczorek","2017-08-25"
"macho test 8x4",,,1,"John Wieczorek","2017-08-25"
"macho test esc",,,1,"John Wieczorek","2017-08-25"
"Maduro",,,0,,"2017-11-07"
"Maduro (19)",,,0,,"2017-11-07"
"Maduro (20)",,,0,,"2017-11-07"
"Maduro (901, 903)",,,0,,"2017-11-07"
"Maduro, inmaduro",,,0,,"2017-11-07"
"MAGGOTS CONSUMED GONADS , COULD NOT SEX.",,,0,"John Wieczorek","2017-08-25"
"Male",,,0,"John Wieczorek","2017-08-25"
"Male ?",,,0,"John Wieczorek","2017-08-25"
"Male ?, testes 3mm???",,,0,"John Wieczorek","2017-08-25"
"Male 51 mm SVL",,,0,"John Wieczorek","2017-08-25"
"MALE BY SIZE FIDE K.C.PARKES, FEMALE BY GONADS FIDE S.P.ROGERS.",,,0,"John Wieczorek","2017-08-25"
"MALE BY SIZE.",,,0,"John Wieczorek","2017-08-25"
"MALE FIDE K.C.PARKES.",,,0,"John Wieczorek","2017-08-25"
"MALE IN G.M.S. CATALOG, FEMALE ON ORIGINAL TAG.",,,0,"John Wieczorek","2017-08-25"
"Male of pair",,,0,"John Wieczorek","2017-08-25"
"Male, 31 mm SVL",,,0,"John Wieczorek","2017-08-25"
"Male, 52 mm SVL, 28 mm tail",,,0,"John Wieczorek","2017-08-25"
"Male, liver tissue collected",,,0,"John Wieczorek","2017-08-25"
"Male, Liver tissue taken",,,0,"John Wieczorek","2017-08-25"
"Male, SVL 319mm, Tail 64 mm",,,0,"John Wieczorek","2017-08-25"
"Male, SVL 436 mm, Tail 157",,,0,"John Wieczorek","2017-08-25"
"Male, SVL 75 mm, Tail 87 mm w/ 26 mm unbroken",,,0,"John Wieczorek","2017-08-25"
"Male, SVL=365mm,Tail=31mm",,,0,"John Wieczorek","2017-08-25"
"Male, Tissue-liver sample",,,0,"John Wieczorek","2017-08-25"
"Male, Tissue-Liver sample taken",,,0,"John Wieczorek","2017-08-25"
"Male, Tissue-scale clip",,,0,"John Wieczorek","2017-08-25"
"Male, Tissue-scale clips",,,0,"John Wieczorek","2017-08-25"
"mamas pte.","mammaries present",,1,"John Wieczorek","2017-08-25"
"mammae  0 : 2 = 4",,,0,"John Wieczorek","2017-08-25"
"mammae 0:1 = 2 ? [no gonad data]",,,0,"John Wieczorek","2017-08-25"
"mammae 0:2 = 4",,,0,"John Wieczorek","2017-08-25"
"mammae 0:2 = 4 [no gonad data]",,,0,"John Wieczorek","2017-08-25"
"mammae 0:2 = 4, embryo = 36",,,0,"John Wieczorek","2017-08-25"
"mammae 1:2 = 6",,,0,"John Wieczorek","2017-08-25"
"Mammae 1-2=6",,,0,"John Wieczorek","2017-08-25"
"mammae 2+2",,,0,"John Wieczorek","2017-08-25"
"mammae 2p +4",,,0,"John Wieczorek","2017-08-25"
"Mammae 4L(10, 9, 9)mm+1R(10)mm=5",,,0,"John Wieczorek","2017-08-25"
"Mammae active",,,0,"John Wieczorek","2017-08-25"
"mammae active;",,,0,"John Wieczorek","2017-08-25"
"mammae barely enlarged",,,0,"John Wieczorek","2017-08-25"
"mammae enlarged",,,0,"John Wieczorek","2017-08-25"
"mammae enlarged tho' mammary tissue not present;",,,0,"John Wieczorek","2017-08-25"
"mammae enlarged;",,,0,"John Wieczorek","2017-08-25"
"mammae enlarged; had been nursing",,,0,"John Wieczorek","2017-08-25"
"mammae enlarged; Post lactating",,,0,"John Wieczorek","2017-08-25"
"Mammae I1/1+A2/2+P1/1=4/4",,,0,"John Wieczorek","2017-08-25"
"Mammae I1/1+A2/2+P1/1=8, lactating",,,0,"John Wieczorek","2017-08-25"
"Mammae I2/2",,,0,"John Wieczorek","2017-08-25"
"Mammae I2/2 only",,,0,"John Wieczorek","2017-08-25"
"Mammae I2/2, lactating",,,0,"John Wieczorek","2017-08-25"
"Mammae I2/2, P1/1",,,0,"John Wieczorek","2017-08-25"
"Mammae I2/2+A1/1+P2/2=10",,,0,"John Wieczorek","2017-08-25"
"Mammae I2/2+P1/1=6",,,0,"John Wieczorek","2017-08-25"
"Mammae I2/2+P1/1=6, small",,,0,"John Wieczorek","2017-08-25"
"Mammae I2/2+P2/2=8",,,0,"John Wieczorek","2017-08-25"
"Mammae I2/2+P2/2=8, lactating",,,0,"John Wieczorek","2017-08-25"
"Mammae I2/2=4",,,0,"John Wieczorek","2017-08-25"
"Mammae I2/2=4, lactating",,,0,"John Wieczorek","2017-08-25"
"Mammae I2/2=4, non-lactating",,,0,"John Wieczorek","2017-08-25"
"mammae large",,,0,"John Wieczorek","2017-08-25"
"mammae not visible, no embryos or scars",,,0,"John Wieczorek","2017-08-25"
"Mammae P1/1",,,0,"John Wieczorek","2017-08-25"
"Mammae P1/1, glands large, wt. 1.0g",,,0,"John Wieczorek","2017-08-25"
"Mammae P1/1+A1/1+I2/2=4/4",,,0,"John Wieczorek","2017-08-25"
"Mammae P1/1+I1/1=2/2",,,0,"John Wieczorek","2017-08-25"
"Mammae P1/1+I2/2=3/3",,,0,"John Wieczorek","2017-08-25"
"Mammae P1/1+I2/2=6, lactating",,,0,"John Wieczorek","2017-08-25"
"Mammae P2/2",,,0,"John Wieczorek","2017-08-25"
"Mammae present",,,0,"John Wieczorek","2017-08-25"
"mammae: 1 + 2 = 6",,,0,"John Wieczorek","2017-08-25"
"Mammae: 6",,,0,"John Wieczorek","2017-08-25"
"Mammae: 6, P1/1, I2/2",,,0,"John Wieczorek","2017-08-25"
"Mammae: I2/2+P2/2=8, enlarged",,,0,"John Wieczorek","2017-08-25"
"mammaries enlarged;",,,0,"John Wieczorek","2017-08-25"
"Mammary gland moderately large",,,0,"John Wieczorek","2017-08-25"
"mammary glands active;",,,0,"John Wieczorek","2017-08-25"
"Mammary glands large, lactating?",,,0,"John Wieczorek","2017-08-25"
"Mammary glands large, mam: 2/2",,,0,"John Wieczorek","2017-08-25"
"mammary glands not active;",,,0,"John Wieczorek","2017-08-25"
"mammary glands slightly enlarged",,,0,"John Wieczorek","2017-08-25"
"mammary tissue observed",,,0,"John Wieczorek","2017-08-25"
"Mammary tissue observed; uterus thick",,,0,"John Wieczorek","2017-08-25"
"mammary tissue present",,,0,"John Wieczorek","2017-08-25"
"mammary tissue present; lactating",,,0,"John Wieczorek","2017-08-25"
"mammary tissue present; not lactating",,,0,"John Wieczorek","2017-08-25"
"mammary tissue present; not lactating; teats visible",,,0,"John Wieczorek","2017-08-25"
"mammory glands enlarged",,,0,"John Wieczorek","2017-08-25"
"many placental scars",,,0,"John Wieczorek","2017-08-25"
"mate to ROMM 16982; FATHER OF ROMM 16977-16981, 19281-19282",,,0,"John Wieczorek","2017-08-25"
"mature",,,0,"John Wieczorek","2017-08-25"
"mature breeding condition",,,0,"John Wieczorek","2017-08-25"
"Medium sized uterus",,,0,"John Wieczorek","2017-08-25"
"Metamorph",,,0,"John Wieczorek","2017-08-25"
"MI",,,1,"John Wieczorek","2017-08-25"
"mid vetellog follicles",,,0,"John Wieczorek","2017-08-25"
"mid-late vitellog follicles",,,0,"John Wieczorek","2017-08-25"
"mid-vitellog follicles",,,0,"John Wieczorek","2017-08-25"
"mildly enlarged follicles",,,0,"John Wieczorek","2017-08-25"
"mildly enlgd. follicles",,,0,"John Wieczorek","2017-08-25"
"minimum of 7 placental scars",,,0,"John Wieczorek","2017-08-25"
"minimum of 8 placental scars",,,0,"John Wieczorek","2017-08-25"
"minute",,,0,"John Wieczorek","2017-08-25"
"minute follicles",,,0,"John Wieczorek","2017-08-25"
"MISSING",,,0,"John Wieczorek","2017-08-25"
"MM","unknown",,1,"John Wieczorek","2017-08-25"
"Mo Embryo",,,0,"John Wieczorek","2017-08-25"
"mod. large testes",,,0,"John Wieczorek","2017-08-25"
"mod-large testes",,,0,"John Wieczorek","2017-08-25"
"mother of 4 young",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 100763, FN34405",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 12552, 12553",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 14085, 14086, 14087, 14088",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 16256, 16257, 16258, 16259, 16260",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 19767",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 20976, 20980, 20984",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 2311080007; TWO young TAKEN WITH SPECIMEN",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 24818, 24819",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 32005",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 3506170019",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 3508010219, 3508010220",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 45552",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 45554",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 45796",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 50861",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 68282",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 77228, 77229",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 78285",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 78286, 78287",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 78289, 78290",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 78704",,,0,"John Wieczorek","2017-08-25"
"mother of ROMM 97266-97269, FN33569-33572",,,0,"John Wieczorek","2017-08-25"
"Mother to UAZ 35197-35208",,,0,"John Wieczorek","2017-08-25"
"moult",,,0,"John Wieczorek","2017-08-25"
"moult on dorsum, testes-4X8",,,0,"John Wieczorek","2017-08-25"
"moulting",,,0,"John Wieczorek","2017-08-25"
"moulting, testes-5X10",,,0,"John Wieczorek","2017-08-25"
"mulitiparous",,,0,"John Wieczorek","2017-08-25"
"mulitparous",,,0,"John Wieczorek","2017-08-25"
"multiparous",,,0,"John Wieczorek","2017-08-25"
"multiple early stage ova",,,0,"John Wieczorek","2017-08-25"
"Murexechinus melanurus",,,0,"John Wieczorek","2017-08-25"
"musch adipose",,,0,"John Wieczorek","2017-08-25"
"MUST BE MALE BY SIZE (K.C.PARKES 1986).",,,0,"John Wieczorek","2017-08-25"
"N","unknown",,1,"John Wieczorek","2017-08-25"
"N: large",,,0,"John Wieczorek","2017-08-25"
"N: small",,,0,"John Wieczorek","2017-08-25"
"NB: SEX DETERMINATION FULLY VERIFIED BY S.M.K.",,,0,"John Wieczorek","2017-08-25"
"NE",,,0,"John Wieczorek","2017-08-25"
"NE, nonparous",,,0,"John Wieczorek","2017-08-25"
"NE, parous",,,0,"John Wieczorek","2017-08-25"
"NE; Embyos 1L+2R=3, 33mmSW,34mmCR,15.0g",,,0,"John Wieczorek","2017-08-25"
"NE; lact",,,0,"John Wieczorek","2017-08-25"
"NE; no active mammary tissue",,,0,"John Wieczorek","2017-08-25"
"NE; NO PLAC SC",,,0,"John Wieczorek","2017-08-25"
"NE; nonparous",,,0,"John Wieczorek","2017-08-25"
"NE; nonparous; no active mammary tissue",,,0,"John Wieczorek","2017-08-25"
"NE; parous",,,0,"John Wieczorek","2017-08-25"
"NE; Uterine scars 4L +5R = 9",,,0,"John Wieczorek","2017-08-25"
"NE; uterine scars 4L+4R = 8",,,0,"John Wieczorek","2017-08-25"
"NEITHER DUCT LUMPY.",,,0,"John Wieczorek","2017-08-25"
